participant, trial, stimulus, response, rt
30, 2, X, x, 0.735
30, 5, X, x, 0.735
30, 7, X, x, 0.62
30, 8, X, x, 0.57
30, 9, X, x, 0.57
30, 11, X, x, 0.62
30, 15, X, x, 0.535
30, 16, X, x, 0.571
30, 18, X, x, 0.735
30, 21, X, x, 0.735
30, 22, X, w, 0.293
30, 24, X, x, 0.735
30, 25, X, w, 0.292
30, 27, X, x, 0.62
30, 28, X, x, 0.57
30, 29, X, w, 0.25
30, 30, X, w, 0.2
30, 35, X, w, 0.2
30, 42, X, w, 0.45
30, 48, X, x, 0.535
30, 49, X, x, 0.57
30, 51, X, w, 0.2
30, 54, X, x, 0.535
30, 61, X, w, 0.45
30, 62, X, w, 0.2
30, 70, X, w, 0.45
30, 75, X, w, 0.2
30, 89, X, x, 0.535
30, 90, X, x, 0.57
30, 91, X, x, 0.57
30, 92, X, w, 0.25
30, 96, X, x, 0.535
30, 99, X, x, 0.735
30, 101, X, x, 0.62
30, 103, X, x, 0.62
30, 105, X, x, 0.62
30, 106, X, x, 0.57
30, 110, X, x, 0.735
30, 111, X, w, 0.297
30, 112, X, x, 0.62
30, 120, X, x, 0.735
30, 126, X, w, 0.2
30, 127, X, w, 0.2
30, 129, X, x, 0.735
30, 133, X, w, 0.2
30, 135, X, x, 0.735
30, 139, X, x, 0.735
30, 143, X, w, 0.45
30, 144, X, w, 0.2
30, 150, X, x, 0.735
30, 153, X, w, 0.45
30, 154, X, w, 0.2
30, 156, X, x, 0.736
30, 159, X, w, 0.2
30, 160, X, x, 0.62
30, 166, X, x, 0.735
30, 167, X, w, 0.3
30, 170, X, w, 0.2
30, 173, X, x, 0.735
30, 175, X, w, 0.2
30, 176, X, x, 0.62
30, 180, X, x, 0.535
30, 185, X, x, 0.735
30, 191, X, x, 0.735
30, 192, X, w, 0.299
30, 195, X, w, 0.2
30, 200, X, w, 0.2
30, 201, X, x, 0.535
30, 203, X, w, 0.45
30, 212, X, w, 0.2
30, 217, X, w, 0.45
30, 220, X, w, 0.2
30, 221, X, x, 0.535
30, 228, X, w, 0.2
30, 229, X, w, 0.2
30, 232, X, w, 0.45
30, 236, X, w, 0.2
30, 239, X, x, 0.535
30, 241, X, w, 0.2
30, 253, X, x, 0.735
30, 254, X, w, 0.296
30, 256, X, w, 0.2
30, 259, X, x, 0.62
30, 265, X, w, 0.2
30, 267, X, w, 0.2
30, 268, X, w, 0.2
30, 276, X, w, 0.45
30, 279, X, x, 0.736
30, 286, X, w, 0.2
30, 289, X, w, 0.45
30, 291, X, x, 0.535
30, 293, X, w, 0.45
30, 296, X, x, 0.536
30, 297, X, w, 0.25
30, 298, X, w, 0.2
30, 299, X, w, 0.2
30, 300, X, w, 0.2
30, 302, X, x, 0.62
30, 304, X, x, 0.735
30, 312, X, x, 0.736
30, 313, X, w, 0.298
30, 324, X, w, 0.2
30, 328, X, w, 0.45
30, 330, X, w, 0.2
30, 335, X, x, 0.535
30, 336, X, w, 0.25
30, 340, X, w, 0.2
30, 344, X, w, 0.2
30, 349, X, x, 0.535
30, 350, X, x, 0.571
30, 352, X, x, 0.62
30, 355, X, w, 0.2
30, 356, X, x, 0.62
30, 357, X, w, 0.25
30, 358, X, x, 0.62
30, 362, X, w, 0.2
30, 363, X, w, 0.2
30, 366, X, w, 0.45
30, 368, X, w, 0.2
30, 373, X, x, 0.535
30, 377, X, x, 0.735
30, 379, X, x, 0.62
30, 381, X, x, 0.62
30, 383, X, w, 0.2
30, 384, X, x, 0.62
30, 389, X, w, 0.2
30, 395, X, w, 0.45
30, 399, X, w, 0.2
30, 404, X, x, 0.535
30, 405, X, x, 0.57
30, 406, X, x, 0.57
30, 409, X, w, 0.2
30, 410, X, x, 0.535
30, 411, X, w, 0.25
30, 412, X, x, 0.62
30, 416, X, w, 0.2
30, 419, X, w, 0.2
30, 423, X, w, 0.2
30, 425, X, x, 0.62
30, 432, X, w, 0.2
30, 437, X, x, 0.735
30, 438, X, w, 0.299
30, 440, X, w, 0.2
30, 443, X, x, 0.62
30, 450, X, w, 0.2
30, 453, X, w, 0.45
30, 457, X, w, 0.2
30, 460, X, w, 0.2
30, 462, X, w, 0.2
30, 463, X, x, 0.535
30, 466, X, x, 0.535
30, 468, X, x, 0.735
30, 470, X, w, 0.2
30, 475, X, w, 0.45
30, 478, X, x, 0.736
30, 480, X, x, 0.62
30, 481, X, x, 0.57
30, 489, X, w, 0.2
30, 490, X, x, 0.535
30, 493, X, w, 0.45
30, 494, X, x, 0.535
30, 495, X, w, 0.25
30, 496, X, w, 0.2
30, 500, X, w, 0.45
30, 501, X, w, 0.2
30, 505, X, w, 0.2
30, 508, X, w, 0.2
30, 510, X, w, 0.2
30, 515, X, w, 0.2
30, 518, X, w, 0.2
30, 521, X, w, 0.45
30, 523, X, w, 0.2
30, 524, X, x, 0.535
30, 535, X, x, 0.535
30, 536, X, x, 0.57
30, 538, X, w, 0.2
30, 543, X, x, 0.735
30, 545, X, w, 0.2
30, 546, X, w, 0.2
30, 550, X, x, 0.735
30, 552, X, w, 0.2
30, 554, X, w, 0.45
30, 555, X, w, 0.2
30, 557, X, w, 0.2
30, 560, X, w, 0.2
30, 561, X, w, 0.2
30, 564, X, w, 0.2
30, 565, X, w, 0.2
30, 568, X, w, 0.2
30, 570, X, w, 0.2
30, 573, X, x, 0.535
30, 574, X, x, 0.57
30, 577, X, w, 0.2
30, 581, X, x, 0.62
30, 582, X, x, 0.57
30, 583, X, w, 0.25
30, 585, X, w, 0.2
30, 587, X, w, 0.2
30, 590, X, w, 0.2
30, 599, X, w, 0.45
30, 601, X, w, 0.2
30, 602, X, w, 0.2
30, 603, X, w, 0.2
30, 617, X, w, 0.45
30, 624, X, w, 0.2
30, 627, X, w, 0.45
30, 633, X, x, 0.735
30, 635, X, x, 0.621
30, 638, X, w, 0.2
30, 639, X, x, 0.62
30, 644, X, x, 0.535
30, 647, X, w, 0.45
30, 651, X, x, 0.735
30, 653, X, x, 0.62
30, 654, X, w, 0.25
30, 655, X, w, 0.2
30, 657, X, w, 0.2
30, 660, X, w, 0.45
30, 663, X, w, 0.2
30, 664, X, x, 0.535
30, 667, X, w, 0.45
30, 668, X, w, 0.2
30, 669, X, x, 0.535
30, 670, X, w, 0.25
30, 671, X, w, 0.2
30, 676, X, x, 0.535
30, 680, X, w, 0.45
30, 681, X, w, 0.2
30, 687, X, x, 0.735
30, 693, X, w, 0.2
30, 694, X, w, 0.2
30, 695, X, w, 0.2
30, 697, X, w, 0.45
30, 698, X, w, 0.2
30, 699, X, x, 0.535
30, 701, X, x, 0.62
30, 703, X, x, 0.62
30, 706, X, x, 0.735
30, 710, X, w, 0.45
30, 712, X, w, 0.45
30, 714, X, w, 0.2
30, 715, X, x, 0.535
30, 719, X, x, 0.535
30, 721, X, x, 0.62
30, 723, X, x, 0.62
30, 726, X, w, 0.2
30, 727, X, w, 0.2
30, 729, X, w, 0.2
30, 730, X, x, 0.62
30, 733, X, x, 0.62
30, 736, X, x, 0.735
30, 740, X, w, 0.45
30, 750, X, x, 0.535
30, 751, X, x, 0.57
30, 752, X, w, 0.25
30, 754, X, w, 0.2
30, 755, X, x, 0.62
30, 758, X, w, 0.45
30, 761, X, w, 0.2
30, 762, X, x, 0.536
30, 767, X, w, 0.2
30, 768, X, w, 0.2
30, 769, X, w, 0.2
30, 771, X, w, 0.2
30, 773, X, w, 0.2
30, 775, X, x, 0.535
30, 776, X, x, 0.571
30, 778, X, w, 0.45
30, 780, X, w, 0.45
30, 783, X, w, 0.2
30, 787, X, w, 0.45
30, 788, X, w, 0.2
30, 792, X, x, 0.735
30, 793, X, w, 0.296
30, 798, X, w, 0.2
30, 803, X, w, 0.2
30, 804, X, w, 0.2
30, 807, X, w, 0.2
30, 811, X, w, 0.2
30, 812, X, x, 0.535
30, 816, X, x, 0.735
30, 818, X, x, 0.62
30, 820, X, w, 0.2
30, 824, X, w, 0.2
30, 829, X, w, 0.45
30, 830, X, w, 0.2
30, 831, X, w, 0.2
30, 840, X, x, 0.735
30, 841, X, w, 0.297
30, 842, X, w, 0.2
30, 843, X, w, 0.2
30, 844, X, w, 0.2
30, 846, X, w, 0.2
30, 852, X, w, 0.2
30, 853, X, w, 0.2
30, 854, X, w, 0.2
30, 860, X, w, 0.2
30, 862, X, w, 0.2
30, 864, X, x, 0.735
30, 866, X, w, 0.2
30, 869, X, x, 0.62
30, 871, X, x, 0.735
30, 877, X, w, 0.45
30, 878, X, x, 0.535
30, 885, X, w, 0.2
30, 887, X, w, 0.2
30, 894, X, x, 0.535
30, 897, X, w, 0.2
30, 901, X, w, 0.45
30, 902, X, w, 0.2
30, 906, X, w, 0.2
30, 909, X, w, 0.2
30, 912, X, x, 0.535
30, 917, X, w, 0.45
30, 920, X, w, 0.45
30, 921, X, x, 0.535
30, 925, X, x, 0.535
30, 933, X, x, 0.735
30, 934, X, w, 0.298
30, 935, X, w, 0.2
30, 937, X, w, 0.2
30, 940, X, w, 0.45
30, 941, X, x, 0.535
30, 949, X, x, 0.535
30, 950, X, w, 0.25
30, 951, X, w, 0.2
30, 952, X, w, 0.2
30, 953, X, x, 0.62
30, 957, X, x, 0.535
30, 961, X, w, 0.2
30, 962, X, w, 0.2
30, 964, X, x, 0.535
30, 966, X, w, 0.2
30, 967, X, w, 0.2
30, 975, X, w, 0.45
30, 976, X, x, 0.535
30, 977, X, w, 0.25
30, 978, X, w, 0.2
30, 979, X, w, 0.2
30, 981, X, w, 0.2
30, 984, X, x, 0.62
30, 986, X, w, 0.45
30, 989, X, w, 0.2
30, 991, X, w, 0.2
30, 994, X, w, 0.2
30, 996, X, w, 0.2
30, 997, X, x, 0.535
30, 999, X, w, 0.2
30, 1000, X, w, 0.2
30, 1001, X, x, 0.62
30, 1007, X, w, 0.2
30, 1010, X, x, 0.735
30, 1012, X, x, 0.62
30, 1016, X, x, 0.735
30, 1017, X, w, 0.293
30, 1022, X, x, 0.62
30, 1023, X, w, 0.25
30, 1028, X, w, 0.45
30, 1032, X, w, 0.2
30, 1035, X, w, 0.45
30, 1036, X, w, 0.2
30, 1037, X, w, 0.2
30, 1039, X, w, 0.2
30, 1046, X, w, 0.45
30, 1047, X, w, 0.2
30, 1048, X, x, 0.535
30, 1050, X, w, 0.2
30, 1051, X, x, 0.62
30, 1059, X, w, 0.2
30, 1060, X, w, 0.2
30, 1061, X, w, 0.2
30, 1065, X, w, 0.2
30, 1066, X, w, 0.2
30, 1069, X, w, 0.2
30, 1073, X, x, 0.62
30, 1075, X, w, 0.2
30, 1076, X, x, 0.62
30, 1077, X, w, 0.25
30, 1078, X, w, 0.2
30, 1079, X, w, 0.2
30, 1082, X, w, 0.2
30, 1084, X, w, 0.45
30, 1085, X, w, 0.2
30, 1087, X, x, 0.735
30, 1088, X, w, 0.295
30, 1090, X, w, 0.45
30, 1093, X, w, 0.2
30, 1094, X, x, 0.535
30, 1098, X, w, 0.2
30, 1099, X, w, 0.2
30, 1101, X, w, 0.2
30, 1103, X, w, 0.2
30, 1104, X, w, 0.2
30, 1106, X, w, 0.2
30, 1107, X, w, 0.2
30, 1117, X, w, 0.2
30, 1119, X, w, 0.2
30, 1120, X, w, 0.2
30, 1122, X, w, 0.2
30, 1126, X, w, 0.2
30, 1134, X, w, 0.2
30, 1136, X, w, 0.2
30, 1146, X, w, 0.2
30, 1150, X, x, 0.535
30, 1152, X, x, 0.62
30, 1153, X, w, 0.25
30, 1158, X, x, 0.536
30, 1159, X, w, 0.25
30, 1163, X, w, 0.2
30, 1165, X, x, 0.535
30, 1168, X, w, 0.2
30, 1169, X, w, 0.2
30, 1171, X, w, 0.2
30, 1174, X, x, 0.535
30, 1178, X, x, 0.62
30, 1179, X, x, 0.57
30, 1181, X, w, 0.2
30, 1182, X, w, 0.2
30, 1183, X, w, 0.2
30, 1190, X, w, 0.2
30, 1193, X, w, 0.2
30, 1195, X, w, 0.2
30, 1201, X, w, 0.2
30, 1202, X, w, 0.2
30, 1208, X, w, 0.45
30, 1214, X, x, 0.735
30, 1217, X, w, 0.2
30, 1228, X, w, 0.2
30, 1230, X, x, 0.535
30, 1231, X, w, 0.25
30, 1234, X, w, 0.45
30, 1239, X, w, 0.45
30, 1241, X, w, 0.2
30, 1248, X, w, 0.2
30, 1249, X, w, 0.2
30, 1251, X, w, 0.2
30, 1252, X, w, 0.2
30, 1257, X, x, 0.735
30, 1258, X, w, 0.298
30, 1266, X, w, 0.2
30, 1267, X, w, 0.2
30, 1269, X, x, 0.736
30, 1271, X, w, 0.2
30, 1273, X, x, 0.62
30, 1274, X, w, 0.25
30, 1280, X, w, 0.2
30, 1286, X, w, 0.2
30, 1288, X, x, 0.535
30, 1289, X, w, 0.25
30, 1290, X, w, 0.2
30, 1291, X, w, 0.2
30, 1295, X, x, 0.735
30, 1303, X, w, 0.45
30, 1307, X, w, 0.2
30, 1308, X, w, 0.2
30, 1311, X, w, 0.2
30, 1313, X, w, 0.2
30, 1314, X, x, 0.535
30, 1317, X, w, 0.2
30, 1322, X, x, 0.535
30, 1329, X, x, 0.735
30, 1330, X, w, 0.298
30, 1332, X, x, 0.62
30, 1340, X, x, 0.535
30, 1343, X, w, 0.2
30, 1344, X, x, 0.62
30, 1356, X, w, 0.2
30, 1359, X, w, 0.2
30, 1361, X, x, 0.535
30, 1363, X, w, 0.2
30, 1367, X, w, 0.45
30, 1371, X, x, 0.536
30, 1372, X, w, 0.25
30, 1373, X, x, 0.62
30, 1374, X, w, 0.25
30, 1375, X, w, 0.2
30, 1377, X, w, 0.2
30, 1378, X, w, 0.2
30, 1379, X, w, 0.2
30, 1380, X, w, 0.2
