participant, trial, stimulus, response, rt
49, 1, X, x, 0.786
49, 3, X, x, 0.62
49, 5, X, x, 0.735
49, 12, X, w, 0.45
49, 16, X, w, 0.45
49, 20, X, x, 0.535
49, 21, X, x, 0.57
49, 23, X, x, 0.735
49, 25, X, x, 0.62
49, 29, X, x, 0.535
49, 32, X, x, 0.735
49, 34, X, w, 0.2
49, 36, X, x, 0.62
49, 39, X, x, 0.535
49, 41, X, w, 0.45
49, 43, X, w, 0.2
49, 44, X, x, 0.535
49, 47, X, w, 0.2
49, 56, X, w, 0.2
49, 60, X, x, 0.736
49, 61, X, w, 0.3
49, 62, X, w, 0.2
49, 63, X, w, 0.2
49, 69, X, w, 0.45
49, 71, X, w, 0.2
49, 75, X, x, 0.735
49, 77, X, x, 0.62
49, 78, X, w, 0.25
49, 80, X, x, 0.735
49, 83, X, x, 0.62
49, 84, X, x, 0.57
49, 85, X, x, 0.57
49, 87, X, w, 0.45
49, 89, X, w, 0.45
49, 96, X, w, 0.45
49, 98, X, w, 0.45
49, 101, X, w, 0.2
49, 103, X, w, 0.2
49, 105, X, w, 0.45
49, 106, X, x, 0.535
49, 109, X, w, 0.2
49, 113, X, w, 0.2
49, 114, X, x, 0.535
49, 120, X, w, 0.2
49, 122, X, x, 0.736
49, 123, X, w, 0.298
49, 124, X, w, 0.2
49, 127, X, w, 0.45
49, 128, X, x, 0.535
49, 132, X, x, 0.535
49, 140, X, x, 0.535
49, 142, X, x, 0.62
49, 143, X, x, 0.57
49, 145, X, w, 0.2
49, 147, X, w, 0.45
49, 150, X, x, 0.735
49, 154, X, x, 0.535
49, 156, X, w, 0.2
49, 157, X, x, 0.62
49, 161, X, w, 0.2
49, 165, X, w, 0.2
49, 167, X, x, 0.535
49, 168, X, x, 0.57
49, 171, X, w, 0.45
49, 173, X, x, 0.735
49, 174, X, w, 0.297
49, 179, X, w, 0.2
49, 183, X, w, 0.45
49, 185, X, w, 0.45
49, 188, X, x, 0.735
49, 193, X, w, 0.2
49, 194, X, w, 0.2
49, 200, X, w, 0.2
49, 201, X, w, 0.2
49, 203, X, x, 0.735
49, 214, X, w, 0.45
49, 224, X, w, 0.2
49, 225, X, w, 0.2
49, 228, X, w, 0.2
49, 233, X, w, 0.2
49, 235, X, x, 0.735
49, 236, X, w, 0.297
49, 237, X, w, 0.2
49, 239, X, x, 0.62
49, 240, X, x, 0.57
49, 249, X, x, 0.535
49, 253, X, w, 0.2
49, 259, X, x, 0.535
49, 260, X, w, 0.25
49, 265, X, x, 0.735
49, 268, X, w, 0.2
49, 278, X, x, 0.535
49, 279, X, w, 0.25
49, 283, X, x, 0.62
49, 291, X, x, 0.535
49, 299, X, x, 0.535
49, 301, X, w, 0.2
49, 302, X, x, 0.62
49, 305, X, w, 0.45
49, 306, X, x, 0.535
49, 307, X, x, 0.57
49, 309, X, x, 0.735
49, 310, X, w, 0.298
49, 312, X, x, 0.621
49, 318, X, w, 0.2
49, 321, X, w, 0.2
49, 322, X, x, 0.535
49, 323, X, x, 0.57
49, 328, X, x, 0.535
49, 332, X, x, 0.535
49, 345, X, x, 0.735
49, 346, X, w, 0.295
49, 348, X, x, 0.735
49, 349, X, w, 0.3
49, 350, X, w, 0.2
49, 351, X, w, 0.2
49, 354, X, w, 0.2
49, 357, X, w, 0.2
49, 359, X, x, 0.62
49, 360, X, w, 0.25
49, 363, X, x, 0.62
49, 366, X, w, 0.45
49, 370, X, x, 0.535
49, 377, X, w, 0.45
49, 379, X, w, 0.2
49, 383, X, x, 0.535
49, 384, X, w, 0.25
49, 385, X, w, 0.2
49, 388, X, w, 0.2
49, 390, X, x, 0.735
49, 403, X, w, 0.2
49, 422, X, w, 0.45
49, 423, X, w, 0.2
49, 424, X, x, 0.535
49, 425, X, w, 0.25
49, 427, X, w, 0.2
49, 429, X, x, 0.62
49, 434, X, w, 0.2
49, 435, X, x, 0.535
49, 455, X, w, 0.2
49, 458, X, x, 0.535
49, 464, X, w, 0.2
49, 467, X, w, 0.2
49, 474, X, w, 0.45
49, 475, X, w, 0.2
49, 476, X, x, 0.535
49, 481, X, x, 0.535
49, 484, X, w, 0.2
49, 485, X, w, 0.2
49, 487, X, x, 0.535
49, 489, X, w, 0.2
49, 490, X, w, 0.2
49, 493, X, w, 0.2
49, 494, X, w, 0.2
49, 495, X, x, 0.62
49, 504, X, x, 0.535
49, 505, X, w, 0.25
49, 507, X, w, 0.2
49, 510, X, w, 0.45
49, 512, X, w, 0.2
49, 515, X, x, 0.535
49, 516, X, x, 0.57
49, 517, X, x, 0.57
49, 518, X, w, 0.25
49, 519, X, w, 0.2
49, 521, X, x, 0.735
49, 523, X, x, 0.62
49, 526, X, w, 0.2
49, 528, X, w, 0.45
49, 530, X, w, 0.2
49, 532, X, x, 0.535
49, 535, X, x, 0.62
49, 536, X, x, 0.57
49, 537, X, w, 0.25
49, 540, X, w, 0.45
49, 543, X, w, 0.2
49, 545, X, w, 0.45
49, 546, X, w, 0.2
49, 547, X, w, 0.2
49, 549, X, w, 0.2
49, 552, X, w, 0.2
49, 560, X, w, 0.2
49, 564, X, w, 0.45
49, 566, X, w, 0.2
49, 569, X, x, 0.735
49, 570, X, w, 0.298
49, 572, X, x, 0.62
49, 575, X, w, 0.2
49, 576, X, w, 0.2
49, 577, X, w, 0.2
49, 579, X, w, 0.45
49, 580, X, x, 0.535
49, 586, X, w, 0.45
49, 595, X, x, 0.735
49, 596, X, w, 0.3
49, 598, X, w, 0.45
49, 602, X, w, 0.2
49, 603, X, w, 0.2
49, 612, X, x, 0.535
49, 614, X, x, 0.621
49, 615, X, w, 0.25
49, 616, X, w, 0.2
49, 618, X, x, 0.62
49, 619, X, w, 0.25
49, 621, X, x, 0.62
49, 625, X, x, 0.62
49, 626, X, x, 0.57
49, 628, X, x, 0.62
49, 633, X, w, 0.2
49, 634, X, w, 0.2
49, 639, X, w, 0.2
49, 640, X, w, 0.2
49, 646, X, w, 0.45
49, 649, X, x, 0.535
49, 650, X, w, 0.25
49, 651, X, x, 0.62
49, 652, X, w, 0.25
49, 657, X, x, 0.535
49, 665, X, x, 0.62
49, 669, X, w, 0.2
49, 672, X, w, 0.2
49, 676, X, w, 0.2
49, 678, X, w, 0.45
49, 680, X, w, 0.2
49, 681, X, w, 0.2
49, 683, X, w, 0.2
49, 691, X, w, 0.2
49, 692, X, w, 0.2
49, 696, X, w, 0.45
49, 698, X, w, 0.45
49, 715, X, x, 0.536
49, 722, X, w, 0.2
49, 725, X, x, 0.535
49, 727, X, w, 0.2
49, 730, X, w, 0.2
49, 731, X, x, 0.62
49, 732, X, w, 0.25
49, 733, X, x, 0.62
49, 734, X, x, 0.57
49, 737, X, w, 0.2
49, 738, X, x, 0.62
49, 739, X, w, 0.25
49, 746, X, x, 0.735
49, 747, X, w, 0.295
49, 749, X, x, 0.62
49, 750, X, x, 0.57
49, 762, X, x, 0.735
49, 763, X, w, 0.296
49, 764, X, w, 0.2
49, 766, X, w, 0.45
49, 768, X, w, 0.2
49, 774, X, x, 0.536
49, 776, X, x, 0.62
49, 785, X, w, 0.2
49, 786, X, x, 0.535
49, 787, X, x, 0.57
49, 788, X, w, 0.25
49, 789, X, x, 0.62
49, 792, X, x, 0.535
49, 793, X, x, 0.57
49, 795, X, w, 0.2
49, 796, X, x, 0.62
49, 797, X, x, 0.571
49, 798, X, x, 0.57
49, 804, X, w, 0.2
49, 805, X, w, 0.2
49, 807, X, w, 0.45
49, 808, X, x, 0.535
49, 810, X, w, 0.25
49, 812, X, w, 0.2
49, 814, X, w, 0.2
49, 815, X, w, 0.2
49, 816, X, x, 0.535
49, 817, X, w, 0.25
49, 823, X, x, 0.535
49, 827, X, x, 0.535
49, 828, X, x, 0.57
49, 832, X, w, 0.2
49, 835, X, w, 0.45
49, 836, X, x, 0.535
49, 837, X, x, 0.57
49, 839, X, w, 0.45
49, 840, X, x, 0.535
49, 843, X, w, 0.2
49, 845, X, w, 0.2
49, 850, X, x, 0.62
49, 851, X, x, 0.57
49, 852, X, w, 0.25
49, 855, X, w, 0.2
49, 856, X, x, 0.62
49, 859, X, x, 0.62
49, 862, X, w, 0.2
49, 867, X, x, 0.535
49, 872, X, x, 0.62
49, 873, X, w, 0.25
49, 875, X, w, 0.2
49, 876, X, w, 0.2
49, 880, X, x, 0.62
49, 883, X, w, 0.2
49, 888, X, w, 0.2
49, 891, X, w, 0.2
49, 898, X, x, 0.535
49, 899, X, w, 0.25
49, 902, X, x, 0.535
49, 904, X, w, 0.2
49, 906, X, w, 0.2
49, 909, X, w, 0.2
49, 913, X, w, 0.45
49, 917, X, x, 0.535
49, 920, X, x, 0.62
49, 926, X, w, 0.2
49, 931, X, w, 0.45
49, 936, X, w, 0.45
49, 937, X, w, 0.2
49, 941, X, w, 0.45
49, 942, X, x, 0.535
49, 944, X, x, 0.735
49, 949, X, w, 0.2
49, 954, X, x, 0.535
49, 955, X, w, 0.25
49, 958, X, x, 0.62
49, 960, X, w, 0.45
49, 962, X, w, 0.2
49, 964, X, w, 0.2
49, 969, X, w, 0.45
49, 971, X, w, 0.2
49, 972, X, w, 0.2
49, 979, X, x, 0.535
49, 980, X, x, 0.57
49, 982, X, x, 0.736
49, 983, X, w, 0.297
49, 985, X, w, 0.45
49, 986, X, w, 0.2
49, 990, X, w, 0.2
49, 992, X, w, 0.45
49, 994, X, w, 0.2
