participant, trial, stimulus, response, rt
36, 2, X, x, 0.735
36, 4, X, w, 0.2
36, 8, X, x, 0.735
36, 12, X, w, 0.2
36, 13, X, x, 0.535
36, 17, X, x, 0.735
36, 18, X, w, 0.251
36, 20, X, x, 0.735
36, 23, X, x, 0.735
36, 24, X, w, 0.295
36, 25, X, w, 0.2
36, 26, X, w, 0.2
36, 31, X, x, 0.735
36, 33, X, w, 0.2
36, 36, X, w, 0.2
36, 40, X, x, 0.735
36, 42, X, x, 0.62
36, 47, X, x, 0.735
36, 49, X, x, 0.62
36, 51, X, w, 0.2
36, 63, X, x, 0.735
36, 64, X, w, 0.299
36, 65, X, w, 0.2
36, 66, X, x, 0.62
36, 68, X, x, 0.735
36, 71, X, w, 0.2
36, 75, X, x, 0.735
36, 78, X, w, 0.2
36, 80, X, w, 0.45
36, 81, X, x, 0.535
36, 85, X, x, 0.735
36, 87, X, x, 0.62
36, 89, X, x, 0.736
36, 91, X, w, 0.2
36, 94, X, w, 0.2
36, 95, X, w, 0.2
36, 97, X, w, 0.2
36, 101, X, x, 0.535
36, 102, X, w, 0.25
36, 103, X, x, 0.62
36, 109, X, w, 0.45
36, 121, X, w, 0.2
36, 122, X, w, 0.2
36, 126, X, w, 0.2
36, 130, X, x, 0.535
36, 133, X, w, 0.2
36, 135, X, w, 0.2
36, 138, X, x, 0.535
36, 141, X, x, 0.735
36, 143, X, w, 0.2
36, 147, X, x, 0.535
36, 149, X, x, 0.735
36, 152, X, x, 0.735
36, 154, X, w, 0.2
36, 155, X, w, 0.2
36, 157, X, x, 0.535
36, 159, X, x, 0.485
36, 161, X, w, 0.45
36, 165, X, x, 0.735
36, 172, X, w, 0.45
36, 175, X, w, 0.2
36, 177, X, x, 0.736
36, 182, X, x, 0.535
36, 183, X, w, 0.25
36, 185, X, w, 0.2
36, 189, X, w, 0.2
36, 195, X, x, 0.735
36, 196, X, w, 0.298
36, 197, X, x, 0.62
36, 200, X, x, 0.735
36, 205, X, x, 0.535
36, 207, X, x, 0.62
36, 210, X, w, 0.2
36, 211, X, w, 0.2
36, 212, X, w, 0.2
36, 213, X, x, 0.62
36, 219, X, w, 0.45
36, 220, X, x, 0.535
36, 222, X, w, 0.2
36, 224, X, w, 0.2
36, 225, X, x, 0.62
36, 229, X, w, 0.2
36, 232, X, x, 0.62
36, 233, X, w, 0.25
36, 238, X, x, 0.535
36, 239, X, x, 0.57
36, 243, X, x, 0.535
36, 245, X, w, 0.2
36, 248, X, w, 0.45
36, 249, X, w, 0.2
36, 250, X, w, 0.2
36, 251, X, x, 0.535
36, 253, X, w, 0.2
36, 255, X, w, 0.45
36, 257, X, x, 0.535
36, 274, X, w, 0.2
36, 276, X, x, 0.535
36, 281, X, w, 0.45
36, 282, X, w, 0.2
36, 283, X, x, 0.535
36, 285, X, w, 0.2
36, 286, X, w, 0.2
36, 289, X, x, 0.62
36, 290, X, w, 0.25
36, 292, X, w, 0.2
36, 295, X, w, 0.2
36, 297, X, x, 0.735
36, 298, X, w, 0.298
36, 299, X, w, 0.2
36, 301, X, w, 0.2
36, 302, X, w, 0.2
36, 304, X, w, 0.2
36, 305, X, x, 0.62
36, 316, X, w, 0.2
36, 318, X, w, 0.2
36, 320, X, x, 0.536
36, 321, X, x, 0.571
